incident_id,timestamp,service,region,severity,metric_type,metric_value,description,action_taken,resolution_time_minutes
I00699,30-01-2026 02:00,Auth,North,Low,CPU,392.87,Auto generated incident log,Scaled up instances,56
I00700,30-01-2026 03:00,Auth,West,High,Latency,940.56,Auto generated incident log,Optimized queries,88
I00701,30-01-2026 04:00,Orders,South,Low,CPU,698.43,Auto generated incident log,Increased cache,93
I00702,30-01-2026 05:00,Billing,West,Low,Latency,14.76,Auto generated incident log,Restarted service,83
I00703,30-01-2026 06:00,Payment,West,High,ErrorRate,982.73,Auto generated incident log,Rolled back deployment,44
I00704,30-01-2026 07:00,Orders,West,Medium,Memory,697.73,Auto generated incident log,Increased cache,63
I00705,30-01-2026 08:00,Payment,West,Low,ErrorRate,904.06,Auto generated incident log,Optimized queries,89
I00706,30-01-2026 09:00,Billing,North,Critical,CPU,469.68,Auto generated incident log,Rolled back deployment,43
I00707,30-01-2026 10:00,Orders,North,Medium,ErrorRate,90.6,Auto generated incident log,Scaled up instances,86
I00708,30-01-2026 11:00,Search,East,Medium,CPU,833.9,Auto generated incident log,Optimized queries,66
I00709,30-01-2026 12:00,Orders,South,Critical,ErrorRate,415.69,Auto generated incident log,Restarted service,46
I00710,30-01-2026 13:00,Payment,West,High,CPU,172.22,Auto generated incident log,Rolled back deployment,87
I00711,30-01-2026 14:00,Billing,West,Medium,Memory,351.55,Auto generated incident log,Optimized queries,77
I00712,30-01-2026 15:00,Orders,West,Low,CPU,388,Auto generated incident log,Restarted service,107
I00713,30-01-2026 16:00,Search,West,Low,Latency,341.78,Auto generated incident log,Increased cache,33
I00714,30-01-2026 17:00,Auth,East,Medium,CPU,229.41,Auto generated incident log,Scaled up instances,9
I00715,30-01-2026 18:00,Payment,West,Medium,ErrorRate,327.26,Auto generated incident log,Increased cache,35
I00716,30-01-2026 19:00,Payment,West,Medium,Throughput,361.9,Auto generated incident log,Scaled up instances,67
I00717,30-01-2026 20:00,Orders,West,High,Memory,69.16,Auto generated incident log,Optimized queries,34
I00718,30-01-2026 21:00,Orders,West,Critical,Throughput,555.62,Auto generated incident log,Rolled back deployment,65
I00719,30-01-2026 22:00,Orders,East,Medium,Throughput,336.81,Auto generated incident log,Optimized queries,25
I00720,30-01-2026 23:00,Payment,West,Critical,ErrorRate,986.89,Auto generated incident log,Scaled up instances,25
I00721,31-01-2026 00:00,Search,East,Low,Memory,913.83,Auto generated incident log,Scaled up instances,50
I00722,31-01-2026 01:00,Auth,West,Medium,Latency,8.76,Auto generated incident log,Optimized queries,40
I00723,31-01-2026 02:00,Auth,East,Low,Latency,162.9,Auto generated incident log,Rolled back deployment,112
I00724,31-01-2026 03:00,Auth,West,High,ErrorRate,285.07,Auto generated incident log,Rolled back deployment,36
I00725,31-01-2026 04:00,Search,South,High,Latency,12.78,Auto generated incident log,Increased cache,103
I00726,31-01-2026 05:00,Orders,South,Medium,Memory,99.25,Auto generated incident log,Increased cache,61
I00727,31-01-2026 06:00,Auth,North,Medium,ErrorRate,302.64,Auto generated incident log,Restarted service,40
I00728,31-01-2026 07:00,Auth,West,Low,Memory,263.93,Auto generated incident log,Rolled back deployment,92
I00729,31-01-2026 08:00,Orders,North,Medium,Latency,376.24,Auto generated incident log,Restarted service,36
I00730,31-01-2026 09:00,Orders,South,Low,CPU,501.49,Auto generated incident log,Scaled up instances,111
I00731,31-01-2026 10:00,Billing,North,Low,ErrorRate,433.78,Auto generated incident log,Rolled back deployment,10
I00732,31-01-2026 11:00,Search,South,High,Throughput,425.28,Auto generated incident log,Optimized queries,53
I00733,31-01-2026 12:00,Auth,East,High,Latency,124.42,Auto generated incident log,Increased cache,10
I00734,31-01-2026 13:00,Billing,West,Low,Memory,10.91,Auto generated incident log,Optimized queries,74
I00735,31-01-2026 14:00,Search,East,Low,CPU,343.7,Auto generated incident log,Restarted service,50
I00736,31-01-2026 15:00,Search,West,Medium,CPU,558.75,Auto generated incident log,Scaled up instances,102
I00737,31-01-2026 16:00,Payment,North,Low,Latency,854.79,Auto generated incident log,Restarted service,20
I00738,31-01-2026 17:00,Orders,South,High,ErrorRate,728.59,Auto generated incident log,Rolled back deployment,91
I00739,31-01-2026 18:00,Auth,South,Medium,ErrorRate,224.78,Auto generated incident log,Restarted service,5
I00740,31-01-2026 19:00,Billing,West,Critical,ErrorRate,887.77,Auto generated incident log,Rolled back deployment,61
I00741,31-01-2026 20:00,Auth,West,Low,Throughput,763.28,Auto generated incident log,Optimized queries,100
I00742,31-01-2026 21:00,Billing,North,Medium,CPU,792.19,Auto generated incident log,Optimized queries,102
I00743,31-01-2026 22:00,Auth,South,High,Throughput,337.82,Auto generated incident log,Scaled up instances,78
I00744,31-01-2026 23:00,Search,West,High,Memory,881.29,Auto generated incident log,Scaled up instances,16
I00745,01-02-2026 00:00,Search,North,Medium,Latency,889.7,Auto generated incident log,Restarted service,84
I00746,01-02-2026 01:00,Orders,North,Medium,Latency,240.72,Auto generated incident log,Optimized queries,112
I00747,01-02-2026 02:00,Payment,South,Medium,ErrorRate,851.86,Auto generated incident log,Optimized queries,65
I00748,01-02-2026 03:00,Billing,South,Low,ErrorRate,48.41,Auto generated incident log,Rolled back deployment,31
I00749,01-02-2026 04:00,Payment,South,Critical,CPU,385.02,Auto generated incident log,Rolled back deployment,108
I00750,01-02-2026 05:00,Billing,West,Low,ErrorRate,526.76,Auto generated incident log,Rolled back deployment,88
I00751,01-02-2026 06:00,Auth,East,Medium,Throughput,114.86,Auto generated incident log,Optimized queries,24
I00752,01-02-2026 07:00,Search,West,Low,Latency,322.29,Auto generated incident log,Increased cache,42
I00753,01-02-2026 08:00,Payment,West,Low,CPU,309.96,Auto generated incident log,Rolled back deployment,28
I00754,01-02-2026 09:00,Orders,West,Medium,Throughput,465.83,Auto generated incident log,Increased cache,18
I00755,01-02-2026 10:00,Payment,North,Low,ErrorRate,746.54,Auto generated incident log,Restarted service,42
I00756,01-02-2026 11:00,Auth,South,Medium,ErrorRate,580.17,Auto generated incident log,Optimized queries,96
I00757,01-02-2026 12:00,Orders,North,Low,Throughput,134.03,Auto generated incident log,Increased cache,98
I00758,01-02-2026 13:00,Orders,South,Medium,Throughput,744.78,Auto generated incident log,Rolled back deployment,75
I00759,01-02-2026 14:00,Orders,North,Low,Latency,471.25,Auto generated incident log,Optimized queries,89
I00760,01-02-2026 15:00,Search,North,Medium,Memory,133.12,Auto generated incident log,Restarted service,12
I00761,01-02-2026 16:00,Auth,West,Low,Memory,860.72,Auto generated incident log,Optimized queries,97
I00762,01-02-2026 17:00,Orders,North,Critical,Memory,715.39,Auto generated incident log,Scaled up instances,94
I00763,01-02-2026 18:00,Orders,East,Medium,CPU,380.39,Auto generated incident log,Restarted service,20
I00764,01-02-2026 19:00,Billing,North,High,Memory,887.59,Auto generated incident log,Rolled back deployment,90
I00765,01-02-2026 20:00,Auth,South,Critical,Memory,136.69,Auto generated incident log,Rolled back deployment,101
I00766,01-02-2026 21:00,Auth,West,Low,ErrorRate,726.44,Auto generated incident log,Scaled up instances,64
I00767,01-02-2026 22:00,Payment,West,Medium,Latency,42.35,Auto generated incident log,Scaled up instances,104
I00768,01-02-2026 23:00,Auth,East,High,Throughput,639.92,Auto generated incident log,Restarted service,113
I00769,02-02-2026 00:00,Payment,West,Low,Throughput,862.9,Auto generated incident log,Optimized queries,67
I00770,02-02-2026 01:00,Auth,West,High,Latency,974.45,Auto generated incident log,Optimized queries,58
I00771,02-02-2026 02:00,Orders,South,Low,ErrorRate,284.37,Auto generated incident log,Restarted service,10
I00772,02-02-2026 03:00,Auth,North,Low,Latency,619.74,Auto generated incident log,Scaled up instances,81
I00773,02-02-2026 04:00,Payment,North,Medium,Latency,967.79,Auto generated incident log,Scaled up instances,32
I00774,02-02-2026 05:00,Search,North,Low,Latency,657.9,Auto generated incident log,Scaled up instances,34
I00775,02-02-2026 06:00,Payment,West,Medium,Latency,9.72,Auto generated incident log,Scaled up instances,111
I00776,02-02-2026 07:00,Payment,North,Critical,CPU,168.82,Auto generated incident log,Scaled up instances,32
I00777,02-02-2026 08:00,Payment,East,Low,Latency,390.28,Auto generated incident log,Restarted service,79
I00778,02-02-2026 09:00,Orders,East,Low,CPU,459.17,Auto generated incident log,Optimized queries,18
I00779,02-02-2026 10:00,Search,North,Low,Latency,522.44,Auto generated incident log,Increased cache,23
I00780,02-02-2026 11:00,Auth,West,Low,Throughput,634.35,Auto generated incident log,Scaled up instances,63
I00781,02-02-2026 12:00,Search,East,Low,Memory,314.29,Auto generated incident log,Scaled up instances,80
I00782,02-02-2026 13:00,Search,South,High,Throughput,140.9,Auto generated incident log,Rolled back deployment,83
I00783,02-02-2026 14:00,Orders,North,Medium,Latency,201.35,Auto generated incident log,Increased cache,77
I00784,02-02-2026 15:00,Orders,East,Low,Throughput,183.07,Auto generated incident log,Increased cache,67
I00785,02-02-2026 16:00,Auth,East,Low,Throughput,931.75,Auto generated incident log,Rolled back deployment,99
I00786,02-02-2026 17:00,Search,North,Critical,Throughput,654.81,Auto generated incident log,Optimized queries,25
I00787,02-02-2026 18:00,Search,South,High,CPU,462.34,Auto generated incident log,Optimized queries,91
I00788,02-02-2026 19:00,Orders,North,Low,CPU,644.69,Auto generated incident log,Rolled back deployment,83
I00789,02-02-2026 20:00,Orders,West,Critical,CPU,123.12,Auto generated incident log,Optimized queries,14
I00790,02-02-2026 21:00,Search,South,Medium,Latency,31.39,Auto generated incident log,Scaled up instances,109
I00791,02-02-2026 22:00,Orders,North,Low,Throughput,818.86,Auto generated incident log,Optimized queries,14
I00792,02-02-2026 23:00,Search,South,Medium,Throughput,776.2,Auto generated incident log,Rolled back deployment,107
I00793,03-02-2026 00:00,Search,North,Medium,CPU,368.37,Auto generated incident log,Increased cache,96
I00794,03-02-2026 01:00,Search,West,Low,CPU,240.35,Auto generated incident log,Increased cache,46
I00795,03-02-2026 02:00,Auth,North,Medium,Memory,165.96,Auto generated incident log,Optimized queries,108
I00796,03-02-2026 03:00,Search,South,High,Latency,272.43,Auto generated incident log,Optimized queries,81
I00797,03-02-2026 04:00,Billing,North,Low,CPU,795.84,Auto generated incident log,Optimized queries,36
I00798,03-02-2026 05:00,Payment,South,Medium,Memory,936.84,Auto generated incident log,Scaled up instances,119
I00799,03-02-2026 06:00,Auth,North,Critical,Throughput,949.41,Auto generated incident log,Increased cache,42
I00800,03-02-2026 07:00,Payment,South,Low,CPU,456.78,Auto generated incident log,Increased cache,82
I00801,03-02-2026 08:00,Billing,East,High,Latency,989.94,Auto generated incident log,Scaled up instances,80
I00802,03-02-2026 09:00,Billing,West,High,Memory,182.12,Auto generated incident log,Optimized queries,103
I00803,03-02-2026 10:00,Auth,North,High,Latency,435.23,Auto generated incident log,Optimized queries,42
I00804,03-02-2026 11:00,Billing,North,Low,Throughput,411.29,Auto generated incident log,Scaled up instances,97
I00805,03-02-2026 12:00,Search,North,Medium,ErrorRate,976.93,Auto generated incident log,Restarted service,75
I00806,03-02-2026 13:00,Orders,North,Medium,Throughput,436.56,Auto generated incident log,Rolled back deployment,109
I00807,03-02-2026 14:00,Search,South,Medium,Latency,597.05,Auto generated incident log,Rolled back deployment,17
I00808,03-02-2026 15:00,Orders,North,Critical,Latency,379.1,Auto generated incident log,Optimized queries,82
I00809,03-02-2026 16:00,Payment,East,Low,ErrorRate,349.67,Auto generated incident log,Increased cache,5
I00810,03-02-2026 17:00,Search,South,Medium,CPU,657.92,Auto generated incident log,Increased cache,110
I00811,03-02-2026 18:00,Orders,West,Low,Latency,21.62,Auto generated incident log,Restarted service,22
I00812,03-02-2026 19:00,Billing,South,Medium,Latency,937.98,Auto generated incident log,Scaled up instances,31
I00813,03-02-2026 20:00,Payment,East,Medium,ErrorRate,53.27,Auto generated incident log,Rolled back deployment,119
I00814,03-02-2026 21:00,Auth,South,Critical,Memory,177.23,Auto generated incident log,Optimized queries,72
I00815,03-02-2026 22:00,Orders,West,High,Memory,385.39,Auto generated incident log,Restarted service,79
I00816,03-02-2026 23:00,Billing,East,Medium,CPU,918.08,Auto generated incident log,Rolled back deployment,61
I00817,04-02-2026 00:00,Auth,South,Medium,ErrorRate,988.64,Auto generated incident log,Restarted service,67
I00818,04-02-2026 01:00,Billing,East,Low,CPU,477.61,Auto generated incident log,Scaled up instances,76
I00819,04-02-2026 02:00,Orders,North,Low,CPU,188.07,Auto generated incident log,Rolled back deployment,53
I00820,04-02-2026 03:00,Auth,South,Low,CPU,246.31,Auto generated incident log,Restarted service,19
I00821,04-02-2026 04:00,Billing,East,Low,ErrorRate,986.14,Auto generated incident log,Optimized queries,87
I00822,04-02-2026 05:00,Search,West,Low,Throughput,337.1,Auto generated incident log,Optimized queries,31
I00823,04-02-2026 06:00,Search,East,Low,Throughput,719.37,Auto generated incident log,Scaled up instances,11
I00824,04-02-2026 07:00,Auth,North,Medium,Latency,723.77,Auto generated incident log,Optimized queries,105
I00825,04-02-2026 08:00,Orders,North,Low,Throughput,116.32,Auto generated incident log,Increased cache,47
I00826,04-02-2026 09:00,Auth,East,Medium,ErrorRate,960.21,Auto generated incident log,Optimized queries,8
I00827,04-02-2026 10:00,Auth,West,High,CPU,2.28,Auto generated incident log,Optimized queries,36
I00828,04-02-2026 11:00,Auth,South,Low,Memory,655.73,Auto generated incident log,Rolled back deployment,119
I00829,04-02-2026 12:00,Orders,West,Critical,Memory,183.04,Auto generated incident log,Scaled up instances,66
I00830,04-02-2026 13:00,Payment,South,Low,ErrorRate,808.08,Auto generated incident log,Scaled up instances,106
I00831,04-02-2026 14:00,Billing,North,Low,CPU,865.77,Auto generated incident log,Rolled back deployment,44
I00832,04-02-2026 15:00,Billing,South,Medium,CPU,884.6,Auto generated incident log,Increased cache,76
I00833,04-02-2026 16:00,Search,West,Low,Throughput,970.9,Auto generated incident log,Increased cache,107
I00834,04-02-2026 17:00,Search,South,Medium,CPU,354.55,Auto generated incident log,Increased cache,56
I00835,04-02-2026 18:00,Orders,West,Medium,CPU,554.86,Auto generated incident log,Rolled back deployment,57
I00836,04-02-2026 19:00,Payment,East,Critical,ErrorRate,88.67,Auto generated incident log,Scaled up instances,6
I00837,04-02-2026 20:00,Orders,West,High,ErrorRate,222.57,Auto generated incident log,Rolled back deployment,66
I00838,04-02-2026 21:00,Billing,West,Medium,ErrorRate,460.32,Auto generated incident log,Increased cache,73
I00839,04-02-2026 22:00,Billing,East,High,Latency,827.26,Auto generated incident log,Scaled up instances,59
I00840,04-02-2026 23:00,Auth,East,High,Throughput,9.86,Auto generated incident log,Rolled back deployment,102
I00841,05-02-2026 00:00,Orders,South,Low,Memory,251.25,Auto generated incident log,Restarted service,25
I00842,05-02-2026 01:00,Orders,West,Medium,Latency,864.24,Auto generated incident log,Optimized queries,60
I00843,05-02-2026 02:00,Search,East,High,Memory,700.85,Auto generated incident log,Scaled up instances,117
I00844,05-02-2026 03:00,Auth,East,Medium,Throughput,336.84,Auto generated incident log,Increased cache,26
I00845,05-02-2026 04:00,Billing,North,Medium,Memory,651.41,Auto generated incident log,Optimized queries,10
